d_m,x_m,y_m,psi_rad,k_radpm,v_mps,a_mps2
4.7943105,28.6571688,16.2160896,-2.3648390,-0.2255352,7.2942977,-1.0843773
4.9940735,28.7939721,16.0705455,-2.4092256,-0.2189277,7.2645400,-0.6291396
5.1938364,28.9242801,15.9191577,-2.4523572,-0.2131771,7.2472191,-0.2669496
5.3935993,29.0480271,15.7623544,-2.4944371,-0.2081785,7.2398571,0.0199632
5.5933623,29.1651365,15.6005446,-2.5356534,-0.2045394,7.2404079,0.2089148
5.7931252,29.2755414,15.4340814,-2.5761583,-0.2008687,7.2461696,0.3828784
5.9928882,29.3791844,15.2633144,-2.6159100,-0.1971588,7.2567171,0.5443955
6.1926511,29.4760136,15.0886120,-2.6549617,-0.1938855,7.2716878,0.6701678
6.3924140,29.5660088,14.9102831,-2.6933866,-0.1908280,7.2900749,0.7752854
6.5921770,29.6491453,14.7286452,-2.7312186,-0.1879720,7.3112885,0.8625354
6.7919399,29.7253972,14.5440292,-2.7685043,-0.1853858,7.3348173,0.9298682
6.9917028,29.7947639,14.3567078,-2.8053001,-0.1830349,7.3600986,0.9807782
7.1914658,29.8572380,14.1669688,-2.8416482,-0.1809067,7.3866702,1.0171915
7.3912287,29.9128117,13.9751096,-2.8775881,-0.1789696,7.4141278,1.0418684
7.5909917,29.9614932,13.7813788,-2.9131647,-0.1772381,7.4421465,1.0547915
7.7907546,30.0032867,13.5860418,-2.9484139,-0.1757021,7.4704057,1.0572282
7.9905175,30.0381979,13.3893674,-2.9833696,-0.1743125,7.4986233,1.0525439
8.1902805,30.0662410,13.1915915,-3.0180686,-0.1731014,7.5266108,1.0392788
8.3900434,30.0874293,12.9929623,-3.0525408,-0.1720607,7.5541438,1.0183303
8.5898064,30.1017785,12.7937268,-3.0868204,-0.1711787,7.5810249,0.9907246
8.7895693,30.1093072,12.5941143,-3.1209464,-0.1705323,7.6070860,0.9523072
8.9893322,30.1100320,12.3943615,3.1282174,-0.1701202,7.6320528,0.9036769
9.1890952,30.1039690,12.1946996,3.0942623,-0.1698659,7.6556693,0.8498031
9.3888581,30.0911350,11.9953579,3.0603381,-0.1698050,7.6778115,0.7887994
9.5886210,30.0715474,11.7965684,3.0264078,-0.1699372,7.6983073,0.7210265
9.7883840,30.0452235,11.5985545,2.9924410,-0.1701606,7.7169945,0.6529001
9.9881469,30.0121849,11.4015516,2.9584124,-0.1705355,7.7338771,0.5807746
10.1879099,29.9724558,11.2057920,2.9242973,-0.1710597,7.7488638,0.5049994
10.3876728,29.9260603,11.0114972,2.8900690,-0.1716531,7.7618715,0.4306208
10.5874357,29.8730314,10.8189113,2.8557014,-0.1724834,7.7729463,0.3474164
10.7871987,29.8134001,10.6282708,2.8211419,-0.1735625,7.7818697,0.2552993
10.9869616,29.7471921,10.4398044,2.7863343,-0.1749587,7.7884205,0.1508292
11.1867246,29.6744401,10.2537718,2.7512259,-0.1765860,7.7922882,0.0402475
11.3864875,29.5951732,10.0704245,2.7157686,-0.1784511,7.7933199,-0.0761966
11.5862504,29.5094177,9.8900119,2.6799111,-0.1805823,7.7913665,-0.7794140
11.7860134,29.4172130,9.7128144,2.6436044,-0.1829685,7.7713574,-2.1629480
11.9857763,29.3185955,9.5391080,2.6067932,-0.1856262,7.7155585,-2.1275906
12.1855392,29.2136012,9.3691717,2.5694169,-0.1886224,7.6602751,-2.0755562
12.3853022,29.1022815,9.2033157,2.5314136,-0.1919335,7.6059566,-2.0044234
12.5850651,28.9846872,9.0418519,2.4927126,-0.1955885,7.5531290,-1.9051795
12.7848281,28.8608698,8.8851006,2.4532341,-0.1997209,7.5025722,-1.7800639
12.9845910,28.7309005,8.7334167,2.4128933,-0.2042670,7.4550256,-1.6241609
13.1843539,28.5948541,8.5871657,2.3715945,-0.2092776,7.4113773,-1.4186136
13.3841169,28.4528043,8.4467233,2.3292219,-0.2150281,7.3730415,-1.2368072
13.5838798,28.3048585,8.3125140,2.2857016,-0.2201887,7.3394553,-1.0889782
13.7836428,28.1511644,8.1849470,2.2412876,-0.2245823,7.3097557,-1.0889782
13.9834057,27.9919228,8.0643381,2.1969481,-0.2188323,7.2799350,-0.6776666
14.1831686,27.8275722,7.9508104,2.1538795,-0.2117645,7.2613159,-0.2402361
14.3829316,27.6585811,7.8443408,2.1124039,-0.2035791,7.2547039,0.2128442
14.5826945,27.4853728,7.7448109,2.0725758,-0.1951529,7.2605623,0.6379974
14.7824574,27.3084331,7.6521171,2.0344168,-0.1868735,7.2780946,1.0216216
14.9822204,27.1281698,7.5660977,1.9979121,-0.1786770,7.3060814,1.3745494
15.1819833,26.9449202,7.4865541,1.9630005,-0.1708551,7.3435682,1.6870507
15.3817463,26.7590812,7.4133188,1.9296152,-0.1636978,7.3893176,1.9489571
15.5815092,26.5709528,7.3462019,1.8975626,-0.1572486,7.4418192,2.1627870
15.7812721,26.3807889,7.2850218,1.8667647,-0.1511057,7.4996508,2.3548014
15.9810351,26.1888758,7.2296123,1.8371882,-0.1449840,7.5621139,2.5435428
16.1807980,25.9954395,7.1797836,1.8088414,-0.1388438,7.6290089,2.7328662
16.3805609,25.8006887,7.1353373,1.7817085,-0.1328150,7.7002356,2.9164873
16.5803239,25.6048314,7.0960742,1.7557726,-0.1268787,7.7755283,3.0968823
16.7800868,25.4080367,7.0617866,1.7310128,-0.1210218,7.8546881,3.2760281
16.9798498,25.2104771,7.0322678,1.7074101,-0.1152993,7.9375678,2.4904947
